Time,Voltage(V),Current(A),Energy(Wh),Capacity(Ah),Energy Proportion(%),Capacity Proportion(%),Irradiance(W/m2),Irradiance/100,Power(W),Efficiency(%)
01:36:10,3.8420,0.4406,3.8462,1.3465,78.02,82.03,624,6.24,1.69,0.27
01:36:20,5.1590,0.0092,3.8463,1.3466,78.02,82.03,622,6.22,0.05,0.01
01:36:30,2.7700,1.1897,3.8555,1.3499,78.21,82.23,624,6.24,3.3,0.52
01:36:40,5.1580,0.0091,3.8556,1.3499,78.21,82.23,624,6.24,0.05,0.01
01:36:50,5.1580,0.0091,3.8558,1.3499,78.21,82.23,624,6.24,0.05,0.01
01:37:00,5.1590,0.0091,3.8559,1.3500,78.21,82.24,624,6.24,0.05,0.01
01:37:10,3.8100,0.9642,3.8661,1.3526,78.42,82.40,624,6.24,3.67,0.58
01:37:20,2.7700,1.1938,3.8753,1.3559,78.61,82.60,626,6.26,3.31,0.52
01:37:30,5.1580,0.0093,3.8754,1.3560,78.61,82.60,625,6.25,0.05,0.01
01:37:40,2.1560,0.3187,3.8773,1.3569,78.65,82.66,627,6.27,0.69,0.11
01:37:50,5.1590,0.0092,3.8775,1.3569,78.65,82.66,625,6.25,0.05,0.01
01:38:00,2.9220,1.1985,3.8872,1.3602,78.85,82.86,626,6.26,3.5,0.55
01:38:10,2.7430,1.1207,3.8957,1.3633,79.02,83.05,625,6.25,3.07,0.49
01:38:20,5.1590,0.0091,3.8958,1.3633,79.02,83.05,622,6.22,0.05,0.01
01:38:30,5.1590,0.0091,3.8960,1.3634,79.03,83.05,622,6.22,0.05,0.01
01:38:40,5.1590,0.0092,3.8961,1.3634,79.03,83.06,622,6.22,0.05,0.01
01:38:50,5.1590,0.0092,3.8962,1.3634,79.03,83.06,622,6.22,0.05,0.01
01:39:00,2.2590,0.4996,3.8994,1.3648,79.10,83.14,621,6.21,1.13,0.18
01:39:10,5.1070,0.2108,3.9024,1.3654,79.16,83.18,620,6.2,1.08,0.17
01:39:20,2.6470,0.9632,3.9095,1.3681,79.30,83.34,619,6.19,2.55,0.41
01:39:30,5.1580,0.0648,3.9104,1.3683,79.32,83.35,618,6.18,0.33,0.05
01:39:40,5.1590,0.0091,3.9105,1.3683,79.32,83.35,616,6.16,0.05,0.01
01:39:50,5.1590,0.0092,3.9106,1.3683,79.33,83.35,618,6.18,0.05,0.01
01:40:00,2.7710,1.1799,3.9197,1.3716,79.51,83.55,616,6.16,3.27,0.53
01:40:10,5.1590,0.0091,3.9199,1.3716,79.51,83.56,614,6.14,0.05,0.01
01:40:20,5.1050,0.2265,3.9231,1.3722,79.58,83.59,614,6.14,1.16,0.19
01:40:30,5.0660,0.3317,3.9277,1.3732,79.67,83.65,612,6.12,1.68,0.27
01:40:40,2.7740,1.1740,3.9368,1.3764,79.86,83.85,615,6.15,3.26,0.52
01:40:50,3.7080,0.9416,3.9465,1.3790,80.05,84.01,615,6.15,3.49,0.56
01:41:00,4.2300,0.7802,3.9556,1.3812,80.24,84.14,617,6.17,3.3,0.53
01:41:10,5.1580,0.0091,3.9558,1.3812,80.24,84.14,618,6.18,0.05,0.01
01:41:20,2.7750,1.1821,3.9649,1.3845,80.43,84.34,618,6.18,3.28,0.53
01:41:30,5.1580,0.0336,3.9654,1.3846,80.44,84.35,620,6.2,0.17,0.03
01:41:40,2.7720,1.1856,3.9745,1.3879,80.62,84.55,621,6.21,3.29,0.52
01:41:50,2.7700,1.1894,3.9837,1.3912,80.81,84.75,624,6.24,3.29,0.52
01:42:00,5.1050,0.2489,3.9872,1.3919,80.88,84.79,623,6.23,1.27,0.2
01:42:10,5.1390,0.1109,3.9888,1.3922,80.91,84.81,619,6.19,0.57,0.09
01:42:20,2.7700,1.1834,3.9979,1.3955,81.09,85.01,618,6.18,3.28,0.53
01:42:30,3.7230,0.9852,4.0081,1.3982,81.30,85.18,617,6.17,3.67,0.59
01:42:40,2.8710,1.1808,4.0175,1.4015,81.49,85.38,618,6.18,3.39,0.54
01:42:50,5.1590,0.0091,4.0176,1.4015,81.49,85.38,613,6.13,0.05,0.01
01:43:00,4.8000,0.4951,4.0242,1.4029,81.63,85.46,614,6.14,2.38,0.38
01:43:10,2.8600,1.1796,4.0336,1.4062,81.82,85.66,614,6.14,3.37,0.54
01:43:20,4.9360,0.4284,4.0395,1.4074,81.94,85.73,616,6.16,2.11,0.34
01:43:30,4.3520,0.3613,4.0438,1.4084,82.03,85.80,613,6.13,1.57,0.25
01:43:40,3.4840,1.0901,4.0544,1.4114,82.24,85.98,616,6.16,3.8,0.61
01:43:50,2.9720,0.4051,4.0577,1.4125,82.31,86.05,615,6.15,1.2,0.19
01:44:00,5.1590,0.0092,4.0578,1.4126,82.31,86.05,619,6.19,0.05,0.01
01:44:10,5.1590,0.0090,4.0580,1.4126,82.31,86.05,620,6.2,0.05,0.01
01:44:20,3.1840,0.4573,4.0620,1.4139,82.40,86.13,618,6.18,1.46,0.23
01:44:30,4.2800,0.3848,4.0666,1.4149,82.49,86.19,618,6.18,1.65,0.26
01:44:40,5.0910,0.2442,4.0700,1.4156,82.56,86.24,614,6.14,1.24,0.2
01:44:50,3.8100,0.3513,4.0738,1.4166,82.63,86.29,616,6.16,1.34,0.22
01:45:00,5.1590,0.0091,4.0739,1.4166,82.64,86.30,615,6.15,0.05,0.01
01:45:10,5.1600,0.0091,4.0740,1.4166,82.64,86.30,614,6.14,0.05,0.01
01:45:20,4.8660,0.3920,4.0793,1.4177,82.75,86.36,611,6.11,1.91,0.31
01:45:30,5.1600,0.0091,4.0795,1.4177,82.75,86.37,609,6.09,0.05,0.01
01:45:40,5.1130,0.2169,4.0825,1.4183,82.81,86.40,608,6.08,1.11,0.18
01:45:50,5.1600,0.0091,4.0827,1.4184,82.81,86.40,607,6.07,0.05,0.01
01:46:00,2.1330,0.4274,4.0852,1.4196,82.87,86.48,607,6.07,0.91,0.15
01:46:10,5.1600,0.0091,4.0853,1.4196,82.87,86.48,608,6.08,0.05,0.01
01:46:20,5.1600,0.0092,4.0855,1.4196,82.87,86.48,608,6.08,0.05,0.01
01:46:30,5.1600,0.0092,4.0856,1.4196,82.87,86.48,605,6.05,0.05,0.01
01:46:40,5.1600,0.0092,4.0857,1.4197,82.88,86.48,605,6.05,0.05,0.01
01:46:50,4.5030,0.4097,4.0908,1.4208,82.98,86.55,605,6.05,1.84,0.3
01:47:00,2.7410,0.3192,4.0933,1.4217,83.03,86.61,604,6.04,0.87,0.14
01:47:10,2.7280,1.0885,4.1015,1.4247,83.20,86.79,605,6.05,2.97,0.49
01:47:20,5.1600,0.0091,4.1017,1.4247,83.20,86.79,607,6.07,0.05,0.01
01:47:30,5.1600,0.0092,4.1018,1.4248,83.20,86.79,605,6.05,0.05,0.01
01:47:40,2.3180,0.3018,4.1037,1.4256,83.24,86.84,606,6.06,0.7,0.11
01:47:50,5.1600,0.0091,4.1039,1.4256,83.24,86.85,607,6.07,0.05,0.01
01:48:00,2.2820,0.5071,4.1071,1.4270,83.31,86.93,608,6.08,1.16,0.19
01:48:10,5.1590,0.0092,4.1072,1.4271,83.31,86.93,607,6.07,0.05,0.01
01:48:20,5.1590,0.0230,4.1075,1.4271,83.32,86.94,605,6.05,0.12,0.02
01:48:30,5.1590,0.0092,4.1077,1.4271,83.32,86.94,604,6.04,0.05,0.01
01:48:40,5.1600,0.0091,4.1078,1.4272,83.32,86.94,604,6.04,0.05,0.01
01:48:50,5.1600,0.0092,4.1079,1.4272,83.33,86.94,603,6.03,0.05,0.01
01:49:00,2.7930,1.1611,4.1169,1.4304,83.51,87.14,604,6.04,3.24,0.53
01:49:10,4.2980,0.3590,4.1212,1.4314,83.60,87.20,603,6.03,1.54,0.25
01:49:20,5.1600,0.0091,4.1214,1.4314,83.60,87.20,602,6.02,0.05,0.01
01:49:30,4.4880,0.6309,4.1292,1.4332,83.76,87.31,600,6.0,2.83,0.47
01:49:40,5.1600,0.0091,4.1294,1.4332,83.76,87.31,600,6.0,0.05,0.01
01:49:50,3.9440,0.8732,4.1389,1.4356,83.96,87.46,600,6.0,3.44,0.57
01:50:00,5.1600,0.0091,4.1391,1.4357,83.96,87.46,599,5.99,0.05,0.01
01:50:10,4.7700,0.3394,4.1435,1.4366,84.05,87.52,598,5.98,1.62,0.27
01:50:20,5.1600,0.0093,4.1437,1.4366,84.05,87.52,598,5.98,0.05,0.01
01:50:30,5.1600,0.0091,4.1438,1.4367,84.05,87.52,598,5.98,0.05,0.01
01:50:40,5.1600,0.0091,4.1439,1.4367,84.06,87.52,596,5.96,0.05,0.01
01:50:50,5.1600,0.0091,4.1441,1.4367,84.06,87.52,594,5.94,0.05,0.01
01:51:00,5.1600,0.0091,4.1442,1.4367,84.06,87.52,594,5.94,0.05,0.01
01:51:10,5.1600,0.0091,4.1443,1.4368,84.07,87.52,595,5.95,0.05,0.01
01:51:20,5.1590,0.0639,4.1452,1.4369,84.08,87.54,595,5.95,0.33,0.05
01:51:30,5.1590,0.0510,4.1460,1.4371,84.10,87.54,596,5.96,0.26,0.04
01:51:40,5.1600,0.0091,4.1461,1.4371,84.10,87.55,593,5.93,0.05,0.01
01:51:50,5.1580,0.0428,4.1467,1.4372,84.11,87.55,592,5.92,0.22,0.04
01:52:00,3.2580,0.4193,4.1505,1.4384,84.19,87.62,594,5.94,1.37,0.23
01:52:10,4.6850,0.3652,4.1553,1.4394,84.29,87.69,593,5.93,1.71,0.29
01:52:20,5.1590,0.0091,4.1554,1.4394,84.29,87.69,594,5.94,0.05,0.01
01:52:30,3.4370,0.3789,4.1590,1.4405,84.36,87.75,595,5.95,1.3,0.22
01:52:40,2.2190,0.4196,4.1616,1.4416,84.42,87.82,594,5.94,0.93,0.16
01:52:50,5.1590,0.0092,4.1617,1.4417,84.42,87.82,592,5.92,0.05,0.01
01:53:00,5.0790,0.2524,4.1653,1.4424,84.49,87.87,590,5.9,1.28,0.21
01:53:10,4.6360,0.5092,4.1719,1.4438,84.62,87.95,591,5.91,2.36,0.4
01:53:20,3.6630,0.5815,4.1778,1.4454,84.74,88.05,592,5.92,2.13,0.36
01:53:30,5.1570,0.1737,4.1803,1.4459,84.79,88.08,590,5.9,0.9,0.15
01:53:40,4.7370,0.3435,4.1848,1.4468,84.89,88.14,592,5.92,1.63,0.27
01:53:50,5.1590,0.0092,4.1849,1.4469,84.89,88.14,594,5.94,0.05,0.01
01:54:00,5.1590,0.0268,4.1853,1.4469,84.90,88.14,593,5.93,0.14,0.02
01:54:10,5.1590,0.0268,4.1857,1.4470,84.90,88.15,594,5.94,0.14,0.02
01:54:20,5.1590,0.0092,4.1858,1.4470,84.91,88.15,594,5.94,0.05,0.01
01:54:30,5.1590,0.0091,4.1859,1.4471,84.91,88.15,595,5.95,0.05,0.01
01:54:40,5.1590,0.0091,4.1861,1.4471,84.91,88.15,593,5.93,0.05,0.01
01:54:50,5.1590,0.0105,4.1862,1.4471,84.92,88.16,593,5.93,0.05,0.01
01:55:00,5.1590,0.0092,4.1864,1.4471,84.92,88.16,592,5.92,0.05,0.01
01:55:10,5.1590,0.0091,4.1865,1.4472,84.92,88.16,592,5.92,0.05,0.01
01:55:20,5.1590,0.0092,4.1866,1.4472,84.92,88.16,591,5.91,0.05,0.01
01:55:30,5.1590,0.0091,4.1867,1.4472,84.93,88.16,592,5.92,0.05,0.01
01:55:40,5.1590,0.0091,4.1869,1.4472,84.93,88.16,591,5.91,0.05,0.01
01:55:50,5.1590,0.0092,4.1870,1.4473,84.93,88.16,594,5.94,0.05,0.01
01:56:00,5.1540,0.1552,4.1892,1.4477,84.98,88.19,590,5.9,0.8,0.13
01:56:10,2.3610,0.5955,4.1931,1.4494,85.06,88.29,590,5.9,1.41,0.24
01:56:20,5.1590,0.0092,4.1933,1.4494,85.06,88.29,591,5.91,0.05,0.01
01:56:30,5.1600,0.0092,4.1934,1.4494,85.06,88.30,591,5.91,0.05,0.01
01:56:40,5.1590,0.0092,4.1935,1.4494,85.06,88.30,595,5.95,0.05,0.01
01:56:50,5.1590,0.0092,4.1937,1.4495,85.07,88.30,593,5.93,0.05,0.01
01:57:00,5.1460,0.0913,4.1950,1.4497,85.09,88.31,592,5.92,0.47,0.08
01:57:10,5.1600,0.0091,4.1951,1.4497,85.10,88.32,592,5.92,0.05,0.01
01:57:20,1.9840,0.1100,4.1957,1.4500,85.11,88.33,593,5.93,0.22,0.04
01:57:30,5.1600,0.0092,4.1958,1.4501,85.11,88.34,592,5.92,0.05,0.01
01:57:40,5.1600,0.0091,4.1960,1.4501,85.11,88.34,593,5.93,0.05,0.01
01:57:50,2.2670,0.2408,4.1975,1.4508,85.14,88.38,591,5.91,0.55,0.09
01:58:00,5.1590,0.0092,4.1976,1.4508,85.15,88.38,593,5.93,0.05,0.01
01:58:10,5.1600,0.0092,4.1977,1.4508,85.15,88.38,594,5.94,0.05,0.01
01:58:20,5.1590,0.0092,4.1979,1.4508,85.15,88.38,593,5.93,0.05,0.01
01:58:30,4.8890,0.3353,4.2024,1.4518,85.24,88.44,594,5.94,1.64,0.27
01:58:40,2.8610,1.1508,4.2116,1.4550,85.43,88.63,593,5.93,3.29,0.55
01:58:50,5.1590,0.0091,4.2117,1.4550,85.43,88.64,593,5.93,0.05,0.01
01:59:00,5.1590,0.0090,4.2118,1.4550,85.43,88.64,593,5.93,0.05,0.01
01:59:10,2.7800,1.1482,4.2207,1.4582,85.61,88.83,594,5.94,3.19,0.53
01:59:20,3.9660,0.8669,4.2303,1.4606,85.81,88.98,594,5.94,3.44,0.57
01:59:30,2.1760,0.4379,4.2329,1.4618,85.86,89.05,592,5.92,0.95,0.16
01:59:40,5.1530,0.0471,4.2336,1.4620,85.88,89.06,594,5.94,0.24,0.04
01:59:50,5.1590,0.0092,4.2337,1.4620,85.88,89.06,595,5.95,0.05,0.01
02:00:00,2.7380,1.0358,4.2416,1.4649,86.04,89.24,596,5.96,2.84,0.47
02:00:10,4.3080,0.7076,4.2501,1.4668,86.21,89.36,594,5.94,3.05,0.51
02:00:20,3.7900,0.3274,4.2535,1.4677,86.28,89.41,595,5.95,1.24,0.21
02:00:30,5.1590,0.0091,4.2536,1.4678,86.28,89.41,593,5.93,0.05,0.01
02:00:40,5.1590,0.0091,4.2538,1.4678,86.28,89.41,592,5.92,0.05,0.01
02:00:50,5.1350,0.1367,4.2557,1.4682,86.32,89.44,592,5.92,0.7,0.12
02:01:00,5.1600,0.0091,4.2558,1.4682,86.33,89.44,593,5.93,0.05,0.01
02:01:10,4.2870,0.4264,4.2609,1.4694,86.43,89.51,594,5.94,1.83,0.31
02:01:20,5.1590,0.0091,4.2611,1.4694,86.43,89.51,591,5.91,0.05,0.01
02:01:30,2.1050,0.1932,4.2622,1.4699,86.46,89.55,590,5.9,0.41,0.07
02:01:40,5.1580,0.1941,4.2650,1.4705,86.51,89.58,590,5.9,1.0,0.17
02:01:50,5.1590,0.0091,4.2651,1.4705,86.51,89.58,589,5.89,0.05,0.01
02:02:00,5.1590,0.0092,4.2652,1.4705,86.52,89.58,588,5.88,0.05,0.01
02:02:10,5.1600,0.0091,4.2654,1.4706,86.52,89.58,587,5.87,0.05,0.01
02:02:20,5.1600,0.0092,4.2655,1.4706,86.52,89.59,587,5.87,0.05,0.01
02:02:30,5.1590,0.0092,4.2656,1.4706,86.53,89.59,587,5.87,0.05,0.01
02:02:40,5.1310,0.1270,4.2674,1.4710,86.56,89.61,585,5.85,0.65,0.11
02:02:50,5.1600,0.0091,4.2676,1.4710,86.56,89.61,585,5.85,0.05,0.01
02:03:00,5.1600,0.0091,4.2677,1.4710,86.57,89.61,582,5.82,0.05,0.01
02:03:10,3.1500,0.5728,4.2727,1.4726,86.67,89.71,582,5.82,1.8,0.31
02:03:20,5.1590,0.0092,4.2728,1.4726,86.67,89.71,582,5.82,0.05,0.01
02:03:30,5.1600,0.0092,4.2730,1.4727,86.67,89.71,580,5.8,0.05,0.01
02:03:40,3.5300,0.4322,4.2772,1.4739,86.76,89.78,579,5.79,1.53,0.26
02:03:50,5.1590,0.0092,4.2773,1.4739,86.76,89.79,577,5.77,0.05,0.01
02:04:00,5.1600,0.0091,4.2775,1.4739,86.77,89.79,577,5.77,0.05,0.01
02:04:10,5.1390,0.0906,4.2788,1.4742,86.79,89.80,577,5.77,0.47,0.08
02:04:20,5.1600,0.0091,4.2789,1.4742,86.79,89.80,576,5.76,0.05,0.01
02:04:30,4.9430,0.3848,4.2842,1.4753,86.90,89.87,576,5.76,1.9,0.33
02:04:40,5.1590,0.0092,4.2843,1.4753,86.90,89.87,575,5.75,0.05,0.01
02:04:50,5.1590,0.0091,4.2844,1.4753,86.91,89.87,573,5.73,0.05,0.01
02:05:00,3.1340,0.5314,4.2891,1.4768,87.00,89.96,571,5.71,1.67,0.29
02:05:10,5.1590,0.0092,4.2892,1.4768,87.00,89.96,569,5.69,0.05,0.01
02:05:20,5.1570,0.1181,4.2909,1.4771,87.04,89.98,568,5.68,0.61,0.11
02:05:30,5.1590,0.0093,4.2910,1.4772,87.04,89.99,567,5.67,0.05,0.01
02:05:40,5.1590,0.0091,4.2911,1.4772,87.04,89.99,567,5.67,0.05,0.01
02:05:50,4.3350,0.3503,4.2954,1.4782,87.13,90.05,568,5.68,1.52,0.26
02:06:00,5.1590,0.0091,4.2955,1.4782,87.13,90.05,565,5.65,0.05,0.01
02:06:10,5.1580,0.0831,4.2967,1.4784,87.16,90.06,566,5.66,0.43,0.08
02:06:20,5.1560,0.0090,4.2968,1.4784,87.16,90.06,566,5.66,0.05,0.01
02:06:30,5.1590,0.0091,4.2969,1.4785,87.16,90.07,565,5.65,0.05,0.01
02:06:40,3.5590,0.4273,4.3012,1.4797,87.25,90.14,564,5.64,1.52,0.27
02:06:50,5.1590,0.0091,4.3013,1.4797,87.25,90.14,563,5.63,0.05,0.01
02:07:00,5.1590,0.0091,4.3014,1.4797,87.25,90.14,561,5.61,0.05,0.01
02:07:10,5.1590,0.0092,4.3016,1.4797,87.25,90.14,558,5.58,0.05,0.01
02:07:20,5.1590,0.0092,4.3017,1.4798,87.26,90.14,560,5.6,0.05,0.01
02:07:30,4.0230,0.3394,4.3055,1.4807,87.33,90.20,559,5.59,1.37,0.24
02:07:40,5.1590,0.0092,4.3056,1.4807,87.34,90.20,559,5.59,0.05,0.01
02:07:50,5.1050,0.2526,4.3092,1.4814,87.41,90.25,558,5.58,1.29,0.23
02:08:00,5.1590,0.0092,4.3093,1.4815,87.41,90.25,558,5.58,0.05,0.01
02:08:10,5.1590,0.0091,4.3095,1.4815,87.41,90.25,556,5.56,0.05,0.01
02:08:20,3.8120,0.3071,4.3127,1.4823,87.48,90.30,557,5.57,1.17,0.21
02:08:30,5.1590,0.0091,4.3128,1.4824,87.48,90.30,556,5.56,0.05,0.01
02:08:40,5.1070,0.2015,4.3157,1.4829,87.54,90.34,555,5.55,1.03,0.18
02:08:50,5.1590,0.0091,4.3158,1.4829,87.54,90.34,554,5.54,0.05,0.01
02:09:00,5.1580,0.0676,4.3168,1.4831,87.56,90.35,551,5.51,0.35,0.06
02:09:10,5.1590,0.0092,4.3169,1.4832,87.57,90.35,549,5.49,0.05,0.01
02:09:20,5.1590,0.0091,4.3171,1.4832,87.57,90.35,550,5.5,0.05,0.01
02:09:30,3.5840,0.3680,4.3207,1.4842,87.64,90.41,549,5.49,1.32,0.24
02:09:40,5.1590,0.0091,4.3209,1.4842,87.65,90.42,549,5.49,0.05,0.01
02:09:50,5.0420,0.3098,4.3252,1.4851,87.73,90.47,548,5.48,1.56,0.28
02:10:00,5.1590,0.0092,4.3253,1.4851,87.74,90.47,550,5.5,0.05,0.01
02:10:10,5.1590,0.0091,4.3255,1.4851,87.74,90.47,550,5.5,0.05,0.01
02:10:20,4.4880,0.3395,4.3297,1.4861,87.83,90.53,551,5.51,1.52,0.27
02:10:30,5.1590,0.0091,4.3298,1.4861,87.83,90.53,551,5.51,0.05,0.01
02:10:40,4.2190,0.3016,4.3334,1.4869,87.90,90.58,551,5.51,1.27,0.23
02:10:50,5.1590,0.0091,4.3335,1.4870,87.90,90.58,551,5.51,0.05,0.01
02:11:00,4.6430,0.3973,4.3386,1.4881,88.01,90.65,550,5.5,1.84,0.33
02:11:10,5.1590,0.0092,4.3387,1.4881,88.01,90.65,550,5.5,0.05,0.01
02:11:20,4.9780,0.2997,4.3429,1.4889,88.09,90.70,550,5.5,1.49,0.27
02:11:30,5.1590,0.0091,4.3430,1.4890,88.10,90.70,549,5.49,0.05,0.01
02:11:40,5.1590,0.0091,4.3431,1.4890,88.10,90.71,548,5.48,0.05,0.01
02:11:50,4.7560,0.2904,4.3470,1.4898,88.18,90.75,548,5.48,1.38,0.25
02:12:00,5.1590,0.0092,4.3471,1.4898,88.18,90.76,547,5.47,0.05,0.01
02:12:10,4.0310,0.3556,4.3511,1.4908,88.26,90.82,548,5.48,1.43,0.26
02:12:20,5.1600,0.0091,4.3512,1.4908,88.26,90.82,547,5.47,0.05,0.01
02:12:30,4.2750,0.3155,4.3550,1.4917,88.34,90.87,546,5.46,1.35,0.24
02:12:40,5.1600,0.0092,4.3551,1.4917,88.34,90.87,544,5.44,0.05,0.01
02:12:50,5.1600,0.0091,4.3552,1.4918,88.34,90.87,544,5.44,0.05,0.01
02:13:00,5.1310,0.1451,4.3573,1.4922,88.39,90.90,544,5.44,0.74,0.13
02:13:10,5.1590,0.0092,4.3574,1.4922,88.39,90.90,542,5.42,0.05,0.01
02:13:20,3.3110,0.5312,4.3623,1.4937,88.49,90.99,542,5.42,1.76,0.32
02:13:30,5.1600,0.0092,4.3625,1.4937,88.49,90.99,543,5.43,0.05,0.01
02:13:40,5.1590,0.0713,4.3635,1.4939,88.51,91.00,542,5.42,0.37,0.07
02:13:50,5.1600,0.0092,4.3636,1.4939,88.51,91.01,541,5.41,0.05,0.01
02:14:00,5.1600,0.0091,4.3637,1.4939,88.52,91.01,541,5.41,0.05,0.01
02:14:10,5.1600,0.0092,4.3639,1.4940,88.52,91.01,541,5.41,0.05,0.01
02:14:20,5.1600,0.0091,4.3640,1.4940,88.52,91.01,541,5.41,0.05,0.01
02:14:30,4.5540,0.3088,4.3679,1.4948,88.60,91.06,539,5.39,1.41,0.26
02:14:40,5.1600,0.0092,4.3680,1.4949,88.60,91.06,539,5.39,0.05,0.01
02:14:50,3.6090,0.4205,4.3723,1.4960,88.69,91.14,534,5.34,1.52,0.28
02:15:00,5.1590,0.0091,4.3724,1.4961,88.69,91.14,530,5.3,0.05,0.01
02:15:10,5.1590,0.0507,4.3731,1.4962,88.71,91.15,515,5.15,0.26,0.05
02:15:20,5.1590,0.0092,4.3732,1.4962,88.71,91.15,525,5.25,0.05,0.01
02:15:30,5.1600,0.0091,4.3734,1.4963,88.71,91.15,533,5.33,0.05,0.01
02:15:40,5.1300,0.1394,4.3754,1.4966,88.75,91.17,522,5.22,0.72,0.14
02:15:50,5.1600,0.0092,4.3755,1.4967,88.75,91.17,533,5.33,0.05,0.01
02:16:00,3.2110,0.4672,4.3797,1.4980,88.84,91.25,538,5.38,1.5,0.28
02:16:10,5.1590,0.0090,4.3798,1.4980,88.84,91.25,539,5.39,0.05,0.01
02:16:20,3.6100,0.3815,4.3836,1.4990,88.92,91.32,540,5.4,1.38,0.25
02:16:30,5.1600,0.0091,4.3837,1.4991,88.92,91.32,541,5.41,0.05,0.01
02:16:40,4.6390,0.3263,4.3880,1.5000,89.01,91.38,540,5.4,1.51,0.28
02:16:50,5.1600,0.0091,4.3881,1.5000,89.01,91.38,540,5.4,0.05,0.01
02:17:00,5.1600,0.0091,4.3882,1.5000,89.01,91.38,540,5.4,0.05,0.01
02:17:10,5.1360,0.1351,4.3901,1.5004,89.05,91.40,539,5.39,0.69,0.13
02:17:20,5.1600,0.0091,4.3903,1.5004,89.05,91.40,540,5.4,0.05,0.01
02:17:30,3.3110,0.5739,4.3955,1.5020,89.16,91.50,540,5.4,1.9,0.35
02:17:40,5.1600,0.0092,4.3957,1.5020,89.16,91.50,540,5.4,0.05,0.01
02:17:50,5.1580,0.1239,4.3975,1.5024,89.20,91.52,539,5.39,0.64,0.12
02:18:00,5.1600,0.0091,4.3976,1.5024,89.20,91.52,540,5.4,0.05,0.01
02:18:10,5.1450,0.1472,4.3997,1.5028,89.25,91.55,537,5.37,0.76,0.14
02:18:20,5.1600,0.0091,4.3998,1.5029,89.25,91.55,538,5.38,0.05,0.01
02:18:30,5.1600,0.0091,4.4000,1.5029,89.25,91.55,537,5.37,0.05,0.01
02:18:40,5.1600,0.0091,4.4001,1.5029,89.25,91.55,537,5.37,0.05,0.01
02:18:50,5.1600,0.0091,4.4002,1.5029,89.26,91.56,536,5.36,0.05,0.01
02:19:00,4.8950,0.2949,4.4042,1.5037,89.34,91.61,535,5.35,1.44,0.27
02:19:10,5.1610,0.0091,4.4044,1.5038,89.34,91.61,535,5.35,0.05,0.01
02:19:20,3.3430,0.3737,4.4078,1.5048,89.41,91.67,535,5.35,1.25,0.23
02:19:30,5.1610,0.0091,4.4080,1.5048,89.41,91.67,534,5.34,0.05,0.01
02:19:40,3.3580,0.4495,4.4121,1.5061,89.50,91.75,533,5.33,1.51,0.28
02:19:50,5.1610,0.0090,4.4123,1.5061,89.50,91.75,532,5.32,0.05,0.01
02:20:00,5.1600,0.0373,4.4128,1.5062,89.51,91.76,533,5.33,0.19,0.04
02:20:10,5.1610,0.0092,4.4129,1.5062,89.51,91.76,532,5.32,0.05,0.01
02:20:20,5.1610,0.0091,4.4131,1.5063,89.52,91.76,533,5.33,0.05,0.01
02:20:30,4.2080,0.2959,4.4165,1.5071,89.59,91.81,533,5.33,1.25,0.23
02:20:40,5.1610,0.0091,4.4167,1.5071,89.59,91.81,532,5.32,0.05,0.01
02:20:50,4.2330,0.2857,4.4200,1.5079,89.66,91.86,532,5.32,1.21,0.23
02:21:00,5.1610,0.0091,4.4201,1.5079,89.66,91.86,531,5.31,0.05,0.01
02:21:10,5.1610,0.0092,4.4203,1.5080,89.66,91.86,531,5.31,0.05,0.01
02:21:20,5.1610,0.0091,4.4204,1.5080,89.67,91.86,530,5.3,0.05,0.01
02:21:30,5.1610,0.0091,4.4205,1.5080,89.67,91.86,529,5.29,0.05,0.01
02:21:40,5.1610,0.0092,4.4207,1.5080,89.67,91.87,528,5.28,0.05,0.01
02:21:50,5.1610,0.0091,4.4208,1.5081,89.67,91.87,530,5.3,0.05,0.01
02:22:00,4.1940,0.3698,4.4251,1.5091,89.76,91.93,528,5.28,1.55,0.29
02:22:10,5.1610,0.0090,4.4252,1.5091,89.76,91.93,527,5.27,0.05,0.01
02:22:20,3.5890,0.2872,4.4281,1.5099,89.82,91.98,529,5.29,1.03,0.19
02:22:30,5.1610,0.0091,4.4282,1.5099,89.82,91.98,528,5.28,0.05,0.01
02:22:40,5.1610,0.0472,4.4289,1.5101,89.84,91.99,529,5.29,0.24,0.04
02:22:50,5.1610,0.0092,4.4290,1.5101,89.84,91.99,529,5.29,0.05,0.01
02:23:00,5.1590,0.1247,4.4308,1.5104,89.88,92.01,528,5.28,0.64,0.12
02:23:10,5.1610,0.0091,4.4310,1.5105,89.88,92.01,527,5.27,0.05,0.01
02:23:20,5.1610,0.0092,4.4311,1.5105,89.88,92.02,526,5.26,0.05,0.01
02:23:30,5.0940,0.1885,4.4338,1.5110,89.94,92.05,525,5.25,0.96,0.18
02:23:40,5.1610,0.0091,4.4339,1.5110,89.94,92.05,525,5.25,0.05,0.01
02:23:50,3.3480,0.4724,4.4383,1.5123,90.03,92.13,526,5.26,1.58,0.3
02:24:00,5.1610,0.0092,4.4384,1.5124,90.03,92.13,522,5.22,0.05,0.01
02:24:10,4.8360,0.3311,4.4429,1.5133,90.12,92.19,524,5.24,1.6,0.3
